Pair.Name,Ligand.ApprovedSymbol,Ligand.Name,Receptor.ApprovedSymbol,Receptor.Name
OMG_LINGO1,OMG,oligodendrocyte myelin glycoprotein,LINGO1,leucine rich repeat and Ig domain containing 1
OMG_NGFR,OMG,oligodendrocyte myelin glycoprotein,NGFR,nerve growth factor receptor
OMG_RTN4R,OMG,oligodendrocyte myelin glycoprotein,RTN4R,reticulon 4 receptor
OMG_RTN4RL1,OMG,oligodendrocyte myelin glycoprotein,RTN4RL1,reticulon 4 receptor-like 1
OMG_TNFRSF1B,OMG,oligodendrocyte myelin glycoprotein,TNFRSF1B,"tumor necrosis factor receptor superfamily, member 1B"
ORM1_CCR5,ORM1,orosomucoid 1,CCR5,chemokine (C-C motif) receptor 5 (gene/pseudogene)
OSM_IL6ST,OSM,oncostatin M,IL6ST,"interleukin 6 signal transducer (gp130, oncostatin M receptor)"
OSM_LIFR,OSM,oncostatin M,LIFR,leukemia inhibitory factor receptor alpha
OSM_OSMR,OSM,oncostatin M,OSMR,oncostatin M receptor
OSTN_NPR3,OSTN,osteocrin,NPR3,natriuretic peptide receptor 3
OXT_AVPR1A,OXT,oxytocin/neurophysin I prepropeptide,AVPR1A,arginine vasopressin receptor 1A
OXT_AVPR1B,OXT,oxytocin/neurophysin I prepropeptide,AVPR1B,arginine vasopressin receptor 1B
OXT_AVPR2,OXT,oxytocin/neurophysin I prepropeptide,AVPR2,arginine vasopressin receptor 2
OXT_OXTR,OXT,oxytocin/neurophysin I prepropeptide,OXTR,oxytocin receptor
P4HB_GPR162,P4HB,"prolyl 4-hydroxylase, beta polypeptide",GPR162,G protein-coupled receptor 162
PAPLN_PVRL4,PAPLN,"papilin, proteoglycan-like sulfated glycoprotein",PVRL4,poliovirus receptor-related 4
PAPLN_SIRPA,PAPLN,"papilin, proteoglycan-like sulfated glycoprotein",SIRPA,signal-regulatory protein alpha
PCSK9_VLDLR,PCSK9,proprotein convertase subtilisin/kexin type 9,VLDLR,very low density lipoprotein receptor
PDAP1_PDGFRB,PDAP1,PDGFA associated protein 1,PDGFRB,"platelet-derived growth factor receptor, beta polypeptide"
PDGFA_PDGFRA,PDGFA,platelet-derived growth factor alpha polypeptide,PDGFRA,"platelet-derived growth factor receptor, alpha polypeptide"
PDGFA_PDGFRB,PDGFA,platelet-derived growth factor alpha polypeptide,PDGFRB,"platelet-derived growth factor receptor, beta polypeptide"
PDGFB_ART1,PDGFB,platelet-derived growth factor beta polypeptide,ART1,ADP-ribosyltransferase 1
PDGFB_ITGAV,PDGFB,platelet-derived growth factor beta polypeptide,ITGAV,"integrin, alpha V"
PDGFB_LRP1,PDGFB,platelet-derived growth factor beta polypeptide,LRP1,low density lipoprotein receptor-related protein 1
PDGFB_PDGFRA,PDGFB,platelet-derived growth factor beta polypeptide,PDGFRA,"platelet-derived growth factor receptor, alpha polypeptide"
PDGFB_PDGFRB,PDGFB,platelet-derived growth factor beta polypeptide,PDGFRB,"platelet-derived growth factor receptor, beta polypeptide"
PDGFB_S1PR1,PDGFB,platelet-derived growth factor beta polypeptide,S1PR1,sphingosine-1-phosphate receptor 1
PDGFC_FLT1,PDGFC,platelet derived growth factor C,FLT1,fms-related tyrosine kinase 1
PDGFC_FLT4,PDGFC,platelet derived growth factor C,FLT4,fms-related tyrosine kinase 4
PDGFC_KDR,PDGFC,platelet derived growth factor C,KDR,kinase insert domain receptor (a type III receptor tyrosine kinase)
PDGFC_PDGFRA,PDGFC,platelet derived growth factor C,PDGFRA,"platelet-derived growth factor receptor, alpha polypeptide"
PDGFC_PDGFRB,PDGFC,platelet derived growth factor C,PDGFRB,"platelet-derived growth factor receptor, beta polypeptide"
PDGFD_PDGFRA,PDGFD,platelet derived growth factor D,PDGFRA,"platelet-derived growth factor receptor, alpha polypeptide"
PDGFD_PDGFRB,PDGFD,platelet derived growth factor D,PDGFRB,"platelet-derived growth factor receptor, beta polypeptide"
PDX1_SLC2A2,PDX1,pancreatic and duodenal homeobox 1,SLC2A2,"solute carrier family 2 (facilitated glucose transporter), member 2"
PDYN_OPRD1,PDYN,prodynorphin,OPRD1,"opioid receptor, delta 1"
PDYN_OPRK1,PDYN,prodynorphin,OPRK1,"opioid receptor, kappa 1"
PDYN_OPRM1,PDYN,prodynorphin,OPRM1,"opioid receptor, mu 1"
PENK_MRGPRX1,PENK,proenkephalin,MRGPRX1,"MAS-related GPR, member X1"
PENK_OGFR,PENK,proenkephalin,OGFR,opioid growth factor receptor
PENK_OPRD1,PENK,proenkephalin,OPRD1,"opioid receptor, delta 1"
PENK_OPRK1,PENK,proenkephalin,OPRK1,"opioid receptor, kappa 1"
PENK_OPRM1,PENK,proenkephalin,OPRM1,"opioid receptor, mu 1"
PF4_CXCR3,PF4,platelet factor 4,CXCR3,chemokine (C-X-C motif) receptor 3
PF4_FGFR2,PF4,platelet factor 4,FGFR2,fibroblast growth factor receptor 2
PF4_LDLR,PF4,platelet factor 4,LDLR,low density lipoprotein receptor
PF4_PROCR,PF4,platelet factor 4,PROCR,"protein C receptor, endothelial"
PF4_SDC2,PF4,platelet factor 4,SDC2,syndecan 2
PF4_THBD,PF4,platelet factor 4,THBD,thrombomodulin
PGF_FLT1,PGF,placental growth factor,FLT1,fms-related tyrosine kinase 1
PGF_NRP1,PGF,placental growth factor,NRP1,neuropilin 1
PGF_NRP2,PGF,placental growth factor,NRP2,neuropilin 2
PI3_PLD2,PI3,"peptidase inhibitor 3, skin-derived",PLD2,phospholipase D2
PIGF_FLT1,PIGF,"phosphatidylinositol glycan anchor biosynthesis, class F",FLT1,fms-related tyrosine kinase 1
PIP_CD4,PIP,prolactin-induced protein,CD4,CD4 molecule
PIP_NPTN,PIP,prolactin-induced protein,NPTN,neuroplastin
PKM_CD44,PKM,"pyruvate kinase, muscle",CD44,CD44 molecule (Indian blood group)
PLA2G10_PLA2R1,PLA2G10,"phospholipase A2, group X",PLA2R1,"phospholipase A2 receptor 1, 180kDa"
PLAT_ITGAM,PLAT,"plasminogen activator, tissue",ITGAM,"integrin, alpha M (complement component 3 receptor 3 subunit)"
PLAT_ITGB2,PLAT,"plasminogen activator, tissue",ITGB2,"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"
PLAT_LRP1,PLAT,"plasminogen activator, tissue",LRP1,low density lipoprotein receptor-related protein 1
PLAU_IGF2R,PLAU,"plasminogen activator, urokinase",IGF2R,insulin-like growth factor 2 receptor
PLAU_ITGA3,PLAU,"plasminogen activator, urokinase",ITGA3,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"
PLAU_ITGA5,PLAU,"plasminogen activator, urokinase",ITGA5,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"
PLAU_ITGAM,PLAU,"plasminogen activator, urokinase",ITGAM,"integrin, alpha M (complement component 3 receptor 3 subunit)"
PLAU_ITGAV,PLAU,"plasminogen activator, urokinase",ITGAV,"integrin, alpha V"
PLAU_ITGB1,PLAU,"plasminogen activator, urokinase",ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
PLAU_ITGB2,PLAU,"plasminogen activator, urokinase",ITGB2,"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"
PLAU_ITGB5,PLAU,"plasminogen activator, urokinase",ITGB5,"integrin, beta 5"
PLAU_LRP1,PLAU,"plasminogen activator, urokinase",LRP1,low density lipoprotein receptor-related protein 1
PLAU_LRP2,PLAU,"plasminogen activator, urokinase",LRP2,low density lipoprotein receptor-related protein 2
PLAU_MRC2,PLAU,"plasminogen activator, urokinase",MRC2,"mannose receptor, C type 2"
PLAU_PLAUR,PLAU,"plasminogen activator, urokinase",PLAUR,"plasminogen activator, urokinase receptor"
PLAU_ST14,PLAU,"plasminogen activator, urokinase",ST14,suppression of tumorigenicity 14 (colon carcinoma)
PLAU_VLDLR,PLAU,"plasminogen activator, urokinase",VLDLR,very low density lipoprotein receptor
PLG_F2R,PLG,plasminogen,F2R,coagulation factor II (thrombin) receptor
PLG_F2RL1,PLG,plasminogen,F2RL1,coagulation factor II (thrombin) receptor-like 1
PLG_F3,PLG,plasminogen,F3,"coagulation factor III (thromboplastin, tissue factor)"
PLG_FLT1,PLG,plasminogen,FLT1,fms-related tyrosine kinase 1
PLG_ITGA9,PLG,plasminogen,ITGA9,"integrin, alpha 9"
PLG_ITGAM,PLG,plasminogen,ITGAM,"integrin, alpha M (complement component 3 receptor 3 subunit)"
PLG_ITGB1,PLG,plasminogen,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
PLG_ITGB2,PLG,plasminogen,ITGB2,"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"
PLG_PLAUR,PLG,plasminogen,PLAUR,"plasminogen activator, urokinase receptor"
PLG_PLGRKT,PLG,plasminogen,PLGRKT,"plasminogen receptor, C-terminal lysine transmembrane protein"
PLTP_ABCA1,PLTP,phospholipid transfer protein,ABCA1,"ATP-binding cassette, sub-family A (ABC1), member 1"
PMCH_MCHR1,PMCH,pro-melanin-concentrating hormone,MCHR1,melanin-concentrating hormone receptor 1
PMCH_MCHR2,PMCH,pro-melanin-concentrating hormone,MCHR2,melanin-concentrating hormone receptor 2
PNOC_OPRL1,PNOC,prepronociceptin,OPRL1,opiate receptor-like 1
PODXL2_SELL,PODXL2,podocalyxin-like 2,SELL,selectin L
PODXL_SELL,PODXL,podocalyxin-like,SELL,selectin L
POMC_MC1R,POMC,proopiomelanocortin,MC1R,melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor)
POMC_MC2R,POMC,proopiomelanocortin,MC2R,melanocortin 2 receptor (adrenocorticotropic hormone)
POMC_MC3R,POMC,proopiomelanocortin,MC3R,melanocortin 3 receptor
POMC_MC4R,POMC,proopiomelanocortin,MC4R,melanocortin 4 receptor
POMC_MC5R,POMC,proopiomelanocortin,MC5R,melanocortin 5 receptor
POMC_OPRD1,POMC,proopiomelanocortin,OPRD1,"opioid receptor, delta 1"
POMC_OPRK1,POMC,proopiomelanocortin,OPRK1,"opioid receptor, kappa 1"
POMC_OPRM1,POMC,proopiomelanocortin,OPRM1,"opioid receptor, mu 1"
PON2_HTR2A,PON2,paraoxonase 2,HTR2A,"5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled"
PPBP_CXCR1,PPBP,pro-platelet basic protein (chemokine (C-X-C motif) ligand 7),CXCR1,chemokine (C-X-C motif) receptor 1
PPBP_CXCR2,PPBP,pro-platelet basic protein (chemokine (C-X-C motif) ligand 7),CXCR2,chemokine (C-X-C motif) receptor 2
PPBP_DARC,PPBP,pro-platelet basic protein (chemokine (C-X-C motif) ligand 7),DARC,"Duffy blood group, atypical chemokine receptor"
PPY_NPY1R,PPY,pancreatic polypeptide,NPY1R,neuropeptide Y receptor Y1
PPY_NPY2R,PPY,pancreatic polypeptide,NPY2R,neuropeptide Y receptor Y2
PPY_NPY4R,PPY,pancreatic polypeptide,NPY4R,neuropeptide Y receptor Y4
PPY_NPY5R,PPY,pancreatic polypeptide,NPY5R,neuropeptide Y receptor Y5
PRLH_PRLHR,PRLH,prolactin releasing hormone,PRLHR,prolactin releasing hormone receptor
PRL_PRLR,PRL,prolactin,PRLR,prolactin receptor
PRND_RPSA,PRND,prion protein 2 (dublet),RPSA,ribosomal protein SA
PROC_ITGAM,PROC,protein C (inactivator of coagulation factors Va and VIIIa),ITGAM,"integrin, alpha M (complement component 3 receptor 3 subunit)"
PROC_ITGB2,PROC,protein C (inactivator of coagulation factors Va and VIIIa),ITGB2,"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"
PROC_PROCR,PROC,protein C (inactivator of coagulation factors Va and VIIIa),PROCR,"protein C receptor, endothelial"
PROC_THBD,PROC,protein C (inactivator of coagulation factors Va and VIIIa),THBD,thrombomodulin
PROK1_PROKR1,PROK1,prokineticin 1,PROKR1,prokineticin receptor 1
PROK1_PROKR2,PROK1,prokineticin 1,PROKR2,prokineticin receptor 2
PROK2_PROKR1,PROK2,prokineticin 2,PROKR1,prokineticin receptor 1
PROK2_PROKR2,PROK2,prokineticin 2,PROKR2,prokineticin receptor 2
PROS1_AXL,PROS1,protein S (alpha),AXL,AXL receptor tyrosine kinase
PROS1_TYRO3,PROS1,protein S (alpha),TYRO3,TYRO3 protein tyrosine kinase
PRSS23_TMEM222,PRSS23,"protease, serine, 23",TMEM222,transmembrane protein 222
PSAP_CD1B,PSAP,prosaposin,CD1B,CD1b molecule
PSAP_CELSR1,PSAP,prosaposin,CELSR1,"cadherin, EGF LAG seven-pass G-type receptor 1"
PSAP_GPR37,PSAP,prosaposin,GPR37,G protein-coupled receptor 37 (endothelin receptor type B-like)
PSAP_GPR37L1,PSAP,prosaposin,GPR37L1,G protein-coupled receptor 37 like 1
PSAP_LRP1,PSAP,prosaposin,LRP1,low density lipoprotein receptor-related protein 1
PSAP_SORT1,PSAP,prosaposin,SORT1,sortilin 1
PSEN1_CD44,PSEN1,presenilin 1,CD44,CD44 molecule (Indian blood group)
PSEN1_NCSTN,PSEN1,presenilin 1,NCSTN,nicastrin
PSEN1_NOTCH1,PSEN1,presenilin 1,NOTCH1,notch 1
PSEN1_NOTCH2,PSEN1,presenilin 1,NOTCH2,notch 2
PSEN1_NOTCH3,PSEN1,presenilin 1,NOTCH3,notch 3
PSEN1_NOTCH4,PSEN1,presenilin 1,NOTCH4,notch 4
PSPN_GFRA1,PSPN,persephin,GFRA1,GDNF family receptor alpha 1
PSPN_GFRA4,PSPN,persephin,GFRA4,GDNF family receptor alpha 4
PSPN_RET,PSPN,persephin,RET,ret proto-oncogene
PSPN_SDC3,PSPN,persephin,SDC3,syndecan 3
PTDSS1_JMJD6,PTDSS1,phosphatidylserine synthase 1,JMJD6,jumonji domain containing 6
PTDSS1_SCARB1,PTDSS1,phosphatidylserine synthase 1,SCARB1,"scavenger receptor class B, member 1"
PTGS2_ALOX5,PTGS2,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),ALOX5,arachidonate 5-lipoxygenase
PTGS2_CAV1,PTGS2,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),CAV1,"caveolin 1, caveolae protein, 22kDa"
PTGS2_PTGDR2,PTGS2,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),PTGDR2,prostaglandin D2 receptor 2
PTH2_PTH1R,PTH2,parathyroid hormone 2,PTH1R,parathyroid hormone 1 receptor
PTH2_PTH2R,PTH2,parathyroid hormone 2,PTH2R,parathyroid hormone 2 receptor
PTHLH_PRLHR,PTHLH,parathyroid hormone-like hormone,PRLHR,prolactin releasing hormone receptor
PTHLH_PTH1R,PTHLH,parathyroid hormone-like hormone,PTH1R,parathyroid hormone 1 receptor
PTHLH_PTH2R,PTHLH,parathyroid hormone-like hormone,PTH2R,parathyroid hormone 2 receptor
PTH_PTH1R,PTH,parathyroid hormone,PTH1R,parathyroid hormone 1 receptor
PTH_PTH2R,PTH,parathyroid hormone,PTH2R,parathyroid hormone 2 receptor
PTMA_VIPR1,PTMA,"prothymosin, alpha",VIPR1,vasoactive intestinal peptide receptor 1
PTN_ALK,PTN,pleiotrophin,ALK,anaplastic lymphoma receptor tyrosine kinase
PTN_CDH10,PTN,pleiotrophin,CDH10,"cadherin 10, type 2 (T2-cadherin)"
PTN_PLXNB2,PTN,pleiotrophin,PLXNB2,plexin B2
PTN_PTPRB,PTN,pleiotrophin,PTPRB,"protein tyrosine phosphatase, receptor type, B"
PTN_PTPRS,PTN,pleiotrophin,PTPRS,"protein tyrosine phosphatase, receptor type, S"
PTN_PTPRZ1,PTN,pleiotrophin,PTPRZ1,"protein tyrosine phosphatase, receptor-type, Z polypeptide 1"
PTN_SDC1,PTN,pleiotrophin,SDC1,syndecan 1
PTN_SDC3,PTN,pleiotrophin,SDC3,syndecan 3
PYY_FAP,PYY,peptide YY,FAP,"fibroblast activation protein, alpha"
PYY_NPY1R,PYY,peptide YY,NPY1R,neuropeptide Y receptor Y1
PYY_NPY2R,PYY,peptide YY,NPY2R,neuropeptide Y receptor Y2
PYY_NPY4R,PYY,peptide YY,NPY4R,neuropeptide Y receptor Y4
PYY_NPY5R,PYY,peptide YY,NPY5R,neuropeptide Y receptor Y5
QDPR_DYSF,QDPR,quinoid dihydropteridine reductase,DYSF,dysferlin
QRFP_P2RY14,QRFP,pyroglutamylated RFamide peptide,P2RY14,"purinergic receptor P2Y, G-protein coupled, 14"
QRFP_QRFPR,QRFP,pyroglutamylated RFamide peptide,QRFPR,pyroglutamylated RFamide peptide receptor
RAET1E_KLRK1,RAET1E,retinoic acid early transcript 1E,KLRK1,"killer cell lectin-like receptor subfamily K, member 1"
RARRES2_CCRL2,RARRES2,retinoic acid receptor responder (tazarotene induced) 2,CCRL2,chemokine (C-C motif) receptor-like 2
RARRES2_CMKLR1,RARRES2,retinoic acid receptor responder (tazarotene induced) 2,CMKLR1,chemokine-like receptor 1
RARRES2_GPR1,RARRES2,retinoic acid receptor responder (tazarotene induced) 2,GPR1,G protein-coupled receptor 1
RBP3_NOTCH1,RBP3,"retinol binding protein 3, interstitial",NOTCH1,notch 1
RBP4_STRA6,RBP4,"retinol binding protein 4, plasma",STRA6,stimulated by retinoic acid 6
RELN_ITGA3,RELN,reelin,ITGA3,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"
RELN_ITGB1,RELN,reelin,ITGB1,"integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
RELN_LRP8,RELN,reelin,LRP8,"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor"
RELN_VLDLR,RELN,reelin,VLDLR,very low density lipoprotein receptor
REN_ASIC3,REN,renin,ASIC3,acid-sensing (proton-gated) ion channel 3
REN_ATP6AP2,REN,renin,ATP6AP2,"ATPase, H+ transporting, lysosomal accessory protein 2"
RGMA_BMPR1B,RGMA,repulsive guidance molecule family member a,BMPR1B,"bone morphogenetic protein receptor, type IB"
RGMA_BMPR2,RGMA,repulsive guidance molecule family member a,BMPR2,"bone morphogenetic protein receptor, type II (serine/threonine kinase)"
RGMA_HFE2,RGMA,repulsive guidance molecule family member a,HFE2,hemochromatosis type 2 (juvenile)
RGMA_NEO1,RGMA,repulsive guidance molecule family member a,NEO1,neogenin 1
RGMB_BMPR1B,RGMB,repulsive guidance molecule family member b,BMPR1B,"bone morphogenetic protein receptor, type IB"
RGMB_BMPR2,RGMB,repulsive guidance molecule family member b,BMPR2,"bone morphogenetic protein receptor, type II (serine/threonine kinase)"
RGMB_HFE2,RGMB,repulsive guidance molecule family member b,HFE2,hemochromatosis type 2 (juvenile)
RGMB_NEO1,RGMB,repulsive guidance molecule family member b,NEO1,neogenin 1
RIMS1_CACNA1C,RIMS1,regulating synaptic membrane exocytosis 1,CACNA1C,"calcium channel, voltage-dependent, L type, alpha 1C subunit"
RIMS1_SLC17A7,RIMS1,regulating synaptic membrane exocytosis 1,SLC17A7,"solute carrier family 17 (vesicular glutamate transporter), member 7"
RIMS1_SLC18A2,RIMS1,regulating synaptic membrane exocytosis 1,SLC18A2,"solute carrier family 18 (vesicular monoamine transporter), member 2"
RIMS1_SLC18A3,RIMS1,regulating synaptic membrane exocytosis 1,SLC18A3,"solute carrier family 18 (vesicular acetylcholine transporter), member 3"
RIMS2_ABCA1,RIMS2,regulating synaptic membrane exocytosis 2,ABCA1,"ATP-binding cassette, sub-family A (ABC1), member 1"
RLN1_RXFP1,RLN1,relaxin 1,RXFP1,relaxin/insulin-like family peptide receptor 1
RLN1_RXFP2,RLN1,relaxin 1,RXFP2,relaxin/insulin-like family peptide receptor 2
RLN2_RXFP1,RLN2,relaxin 2,RXFP1,relaxin/insulin-like family peptide receptor 1
RLN2_RXFP2,RLN2,relaxin 2,RXFP2,relaxin/insulin-like family peptide receptor 2
RLN3_RXFP1,RLN3,relaxin 3,RXFP1,relaxin/insulin-like family peptide receptor 1
RLN3_RXFP2,RLN3,relaxin 3,RXFP2,relaxin/insulin-like family peptide receptor 2
RLN3_RXFP3,RLN3,relaxin 3,RXFP3,relaxin/insulin-like family peptide receptor 3
RLN3_RXFP4,RLN3,relaxin 3,RXFP4,relaxin/insulin-like family peptide receptor 4
RNASE2_TLR2,RNASE2,"ribonuclease, RNase A family, 2 (liver, eosinophil-derived neurotoxin)",TLR2,toll-like receptor 2
RPH3A_NRXN1,RPH3A,rabphilin 3A homolog (mouse),NRXN1,neurexin 1
RPS19_C5AR1,RPS19,ribosomal protein S19,C5AR1,complement component 5a receptor 1
RSPO1_FZD8,RSPO1,R-spondin 1,FZD8,frizzled class receptor 8
RSPO1_LGR4,RSPO1,R-spondin 1,LGR4,leucine-rich repeat containing G protein-coupled receptor 4
RSPO1_LGR5,RSPO1,R-spondin 1,LGR5,leucine-rich repeat containing G protein-coupled receptor 5
RSPO1_LGR6,RSPO1,R-spondin 1,LGR6,leucine-rich repeat containing G protein-coupled receptor 6
RSPO1_LRP6,RSPO1,R-spondin 1,LRP6,low density lipoprotein receptor-related protein 6
RSPO1_ZNRF3,RSPO1,R-spondin 1,ZNRF3,zinc and ring finger 3
RSPO2_LGR4,RSPO2,R-spondin 2,LGR4,leucine-rich repeat containing G protein-coupled receptor 4
RSPO2_LGR5,RSPO2,R-spondin 2,LGR5,leucine-rich repeat containing G protein-coupled receptor 5
RSPO2_LGR6,RSPO2,R-spondin 2,LGR6,leucine-rich repeat containing G protein-coupled receptor 6
RSPO3_FZD8,RSPO3,R-spondin 3,FZD8,frizzled class receptor 8
RSPO3_LGR4,RSPO3,R-spondin 3,LGR4,leucine-rich repeat containing G protein-coupled receptor 4
RSPO3_LGR5,RSPO3,R-spondin 3,LGR5,leucine-rich repeat containing G protein-coupled receptor 5
RSPO3_LGR6,RSPO3,R-spondin 3,LGR6,leucine-rich repeat containing G protein-coupled receptor 6
RSPO3_LRP6,RSPO3,R-spondin 3,LRP6,low density lipoprotein receptor-related protein 6
RSPO3_SDC4,RSPO3,R-spondin 3,SDC4,syndecan 4
RSPO4_LGR4,RSPO4,R-spondin 4,LGR4,leucine-rich repeat containing G protein-coupled receptor 4
RSPO4_LGR5,RSPO4,R-spondin 4,LGR5,leucine-rich repeat containing G protein-coupled receptor 5
RSPO4_LGR6,RSPO4,R-spondin 4,LGR6,leucine-rich repeat containing G protein-coupled receptor 6
RTN4_CNTNAP1,RTN4,reticulon 4,CNTNAP1,contactin associated protein 1
RTN4_GJB2,RTN4,reticulon 4,GJB2,"gap junction protein, beta 2, 26kDa"
RTN4_LINGO1,RTN4,reticulon 4,LINGO1,leucine rich repeat and Ig domain containing 1
RTN4_NGFR,RTN4,reticulon 4,NGFR,nerve growth factor receptor
RTN4_RTN4R,RTN4,reticulon 4,RTN4R,reticulon 4 receptor
RTN4_RTN4RL1,RTN4,reticulon 4,RTN4RL1,reticulon 4 receptor-like 1
RTN4_TNFRSF19,RTN4,reticulon 4,TNFRSF19,"tumor necrosis factor receptor superfamily, member 19"
S100A8_TLR4,S100A8,S100 calcium binding protein A8,TLR4,toll-like receptor 4
S100A9_TLR4,S100A9,S100 calcium binding protein A9,TLR4,toll-like receptor 4
SAA1_FPR1,SAA1,serum amyloid A1,FPR1,formyl peptide receptor 1
SAA1_FPR2,SAA1,serum amyloid A1,FPR2,formyl peptide receptor 2
SAA1_SCARB1,SAA1,serum amyloid A1,SCARB1,"scavenger receptor class B, member 1"
SCGB1A1_LMBR1L,SCGB1A1,"secretoglobin, family 1A, member 1 (uteroglobin)",LMBR1L,limb development membrane protein 1-like
SCGB1A1_LRP2,SCGB1A1,"secretoglobin, family 1A, member 1 (uteroglobin)",LRP2,low density lipoprotein receptor-related protein 2
SCGB3A1_MARCO,SCGB3A1,"secretoglobin, family 3A, member 1",MARCO,macrophage receptor with collagenous structure
SCGB3A2_MARCO,SCGB3A2,"secretoglobin, family 3A, member 2",MARCO,macrophage receptor with collagenous structure
SCT_SCTR,SCT,secretin,SCTR,secretin receptor
SCT_VIPR1,SCT,secretin,VIPR1,vasoactive intestinal peptide receptor 1
SCT_VIPR2,SCT,secretin,VIPR2,vasoactive intestinal peptide receptor 2
SELPLG_ESAM,SELPLG,selectin P ligand,ESAM,endothelial cell adhesion molecule
SELPLG_ITGAM,SELPLG,selectin P ligand,ITGAM,"integrin, alpha M (complement component 3 receptor 3 subunit)"
SELPLG_ITGB2,SELPLG,selectin P ligand,ITGB2,"integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"
SELPLG_SELE,SELPLG,selectin P ligand,SELE,selectin E
SELPLG_SELL,SELPLG,selectin P ligand,SELL,selectin L
SELPLG_SELP,SELPLG,selectin P ligand,SELP,"selectin P (granule membrane protein 140kDa, antigen CD62)"
SEMA3A_NRP1,SEMA3A,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A",NRP1,neuropilin 1
SEMA3A_NRP2,SEMA3A,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A",NRP2,neuropilin 2
SEMA3A_PLXNA1,SEMA3A,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A",PLXNA1,plexin A1
SEMA3A_PLXNA2,SEMA3A,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A",PLXNA2,plexin A2
SEMA3A_PLXNA3,SEMA3A,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A",PLXNA3,plexin A3
SEMA3A_PLXNA4,SEMA3A,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3A",PLXNA4,plexin A4
SEMA3B_NRP1,SEMA3B,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B",NRP1,neuropilin 1
SEMA3B_NRP2,SEMA3B,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B",NRP2,neuropilin 2
SEMA3C_NRP1,SEMA3C,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C",NRP1,neuropilin 1
SEMA3C_NRP2,SEMA3C,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C",NRP2,neuropilin 2
SEMA3C_PLXND1,SEMA3C,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C",PLXND1,plexin D1
SEMA3D_NRP1,SEMA3D,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D",NRP1,neuropilin 1
SEMA3E_NRP1,SEMA3E,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E",NRP1,neuropilin 1
SEMA3E_PLXND1,SEMA3E,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E",PLXND1,plexin D1
SEMA3F_NRP1,SEMA3F,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F",NRP1,neuropilin 1
SEMA3F_NRP2,SEMA3F,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F",NRP2,neuropilin 2
SEMA3F_PLXNA1,SEMA3F,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F",PLXNA1,plexin A1
SEMA3F_PLXNA3,SEMA3F,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F",PLXNA3,plexin A3
SEMA3G_NRP2,SEMA3G,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G",NRP2,neuropilin 2
SEMA4A_PLXND1,SEMA4A,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A",PLXND1,plexin D1
